image_file,ber,trial,num_bit_flips,bpp,psnr,niqe,lpips,error
2.png,1e-06,1,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-06,1,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-06,1,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-06,1,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-06,1,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-06,1,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-06,1,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
9.png,1e-06,1,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-06,1,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-06,1,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-06,1,0,0.099884033203125,28.1004201956374,3.6164235138247247,0.08177635818719864,
13.png,1e-06,1,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-06,1,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-06,1,0,0.099884033203125,26.43324659618382,3.8813554861148343,0.09310153871774673,
16.png,1e-06,1,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-06,1,0,0.099884033203125,25.146803636869684,3.562496804389911,0.1256476789712906,
18.png,1e-06,1,0,0.099884033203125,22.40221383451521,2.904681950493329,0.159266859292984,
19.png,1e-06,1,0,0.099884033203125,25.247476496361973,3.5383927176670182,0.0765037015080452,
20.png,1e-06,1,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-06,1,0,0.099884033203125,23.237080416115255,3.206674391237422,0.11430241167545319,
22.png,1e-06,1,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-06,1,1,0.099884033203125,27.243506500920894,5.016931374328226,0.051914386451244354,
24.png,1e-06,1,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-06,2,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-06,2,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-06,2,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-06,2,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-06,2,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-06,2,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-06,2,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-06,2,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
9.png,1e-06,2,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-06,2,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-06,2,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-06,2,1,0.099884033203125,27.31966442409659,3.4103544924429774,0.10103912651538849,
13.png,1e-06,2,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-06,2,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-06,2,0,0.099884033203125,26.43324659618382,3.8813554861148343,0.09310153871774673,
16.png,1e-06,2,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-06,2,0,0.099884033203125,25.146803636869684,3.562496804389911,0.1256476789712906,
18.png,1e-06,2,0,0.099884033203125,22.40221383451521,2.904681950493329,0.159266859292984,
19.png,1e-06,2,0,0.099884033203125,25.247476496361973,3.5383927176670182,0.0765037015080452,
20.png,1e-06,2,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-06,2,0,0.099884033203125,23.237080416115255,3.206674391237422,0.11430241167545319,
22.png,1e-06,2,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-06,2,0,0.099884033203125,27.285661830175417,4.802873177170474,0.0509391725063324,
24.png,1e-06,2,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-06,3,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-06,3,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-06,3,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-06,3,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-06,3,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-06,3,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-06,3,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-06,3,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
9.png,1e-06,3,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-06,3,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-06,3,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-06,3,0,0.099884033203125,28.1004201956374,3.6164235138247247,0.08177635818719864,
13.png,1e-06,3,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-06,3,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-06,3,0,0.099884033203125,26.43324659618382,3.8813554861148343,0.09310153871774673,
16.png,1e-06,3,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-06,3,0,0.099884033203125,25.146803636869684,3.562496804389911,0.1256476789712906,
18.png,1e-06,3,1,0.099884033203125,22.074286501754507,2.7969068694147143,0.18455497920513153,
19.png,1e-06,3,0,0.099884033203125,25.247476496361973,3.5383927176670182,0.0765037015080452,
20.png,1e-06,3,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-06,3,0,0.099884033203125,23.237080416115255,3.206674391237422,0.11430241167545319,
22.png,1e-06,3,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-06,3,0,0.099884033203125,27.285661830175417,4.802873177170474,0.0509391725063324,
24.png,1e-06,3,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-06,4,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-06,4,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-06,4,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-06,4,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-06,4,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-06,4,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-06,4,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-06,4,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
9.png,1e-06,4,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-06,4,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-06,4,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-06,4,0,0.099884033203125,28.1004201956374,3.6164235138247247,0.08177635818719864,
13.png,1e-06,4,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-06,4,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-06,4,0,0.099884033203125,26.43324659618382,3.8813554861148343,0.09310153871774673,
16.png,1e-06,4,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-06,4,0,0.099884033203125,25.146803636869684,3.562496804389911,0.1256476789712906,
18.png,1e-06,4,0,0.099884033203125,22.40221383451521,2.904681950493329,0.159266859292984,
19.png,1e-06,4,0,0.099884033203125,25.247476496361973,3.5383927176670182,0.0765037015080452,
20.png,1e-06,4,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-06,4,0,0.099884033203125,23.237080416115255,3.206674391237422,0.11430241167545319,
22.png,1e-06,4,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-06,4,0,0.099884033203125,27.285661830175417,4.802873177170474,0.0509391725063324,
24.png,1e-06,4,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-06,5,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-06,5,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-06,5,1,0.099884033203125,17.27152456092705,4.57890555255299,0.46447205543518066,
4.png,1e-06,5,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-06,5,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-06,5,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-06,5,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-06,5,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
9.png,1e-06,5,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-06,5,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-06,5,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-06,5,0,0.099884033203125,28.1004201956374,3.6164235138247247,0.08177635818719864,
13.png,1e-06,5,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-06,5,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-06,5,0,0.099884033203125,26.43324659618382,3.8813554861148343,0.09310153871774673,
16.png,1e-06,5,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-06,5,0,0.099884033203125,25.146803636869684,3.562496804389911,0.1256476789712906,
18.png,1e-06,5,0,0.099884033203125,22.40221383451521,2.904681950493329,0.159266859292984,
19.png,1e-06,5,0,0.099884033203125,25.247476496361973,3.5383927176670182,0.0765037015080452,
20.png,1e-06,5,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-06,5,0,0.099884033203125,23.237080416115255,3.206674391237422,0.11430241167545319,
22.png,1e-06,5,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-06,5,0,0.099884033203125,27.285661830175417,4.802873177170474,0.0509391725063324,
24.png,1e-06,5,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-06,6,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-06,6,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-06,6,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-06,6,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-06,6,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-06,6,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-06,6,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-06,6,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
9.png,1e-06,6,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-06,6,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-06,6,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-06,6,0,0.099884033203125,28.1004201956374,3.6164235138247247,0.08177635818719864,
13.png,1e-06,6,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-06,6,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-06,6,0,0.099884033203125,26.43324659618382,3.8813554861148343,0.09310153871774673,
16.png,1e-06,6,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-06,6,0,0.099884033203125,25.146803636869684,3.562496804389911,0.1256476789712906,
18.png,1e-06,6,0,0.099884033203125,22.40221383451521,2.904681950493329,0.159266859292984,
19.png,1e-06,6,0,0.099884033203125,25.247476496361973,3.5383927176670182,0.0765037015080452,
20.png,1e-06,6,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-06,6,0,0.099884033203125,23.237080416115255,3.206674391237422,0.11430241167545319,
22.png,1e-06,6,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-06,6,0,0.099884033203125,27.285661830175417,4.802873177170474,0.0509391725063324,
24.png,1e-06,6,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-06,7,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-06,7,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-06,7,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-06,7,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-06,7,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-06,7,1,0.099884033203125,23.265538831865587,3.2115388325064345,0.11485904455184937,
7.png,1e-06,7,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-06,7,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
9.png,1e-06,7,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-06,7,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-06,7,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-06,7,0,0.099884033203125,28.1004201956374,3.6164235138247247,0.08177635818719864,
13.png,1e-06,7,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-06,7,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-06,7,1,0.099884033203125,26.373810334026363,3.774513507808193,0.09555090218782425,
16.png,1e-06,7,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-06,7,1,0.099884033203125,22.137756615456468,3.873753381121802,0.2865593135356903,
18.png,1e-06,7,0,0.099884033203125,22.40221383451521,2.904681950493329,0.159266859292984,
19.png,1e-06,7,0,0.099884033203125,25.247476496361973,3.5383927176670182,0.0765037015080452,
20.png,1e-06,7,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-06,7,0,0.099884033203125,23.237080416115255,3.206674391237422,0.11430241167545319,
22.png,1e-06,7,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-06,7,0,0.099884033203125,27.285661830175417,4.802873177170474,0.0509391725063324,
24.png,1e-06,7,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-06,8,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-06,8,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-06,8,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-06,8,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-06,8,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-06,8,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-06,8,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-06,8,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
9.png,1e-06,8,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-06,8,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-06,8,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-06,8,0,0.099884033203125,28.1004201956374,3.6164235138247247,0.08177635818719864,
13.png,1e-06,8,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-06,8,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-06,8,0,0.099884033203125,26.43324659618382,3.8813554861148343,0.09310153871774673,
16.png,1e-06,8,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-06,8,0,0.099884033203125,25.146803636869684,3.562496804389911,0.1256476789712906,
18.png,1e-06,8,0,0.099884033203125,22.40221383451521,2.904681950493329,0.159266859292984,
19.png,1e-06,8,0,0.099884033203125,25.247476496361973,3.5383927176670182,0.0765037015080452,
20.png,1e-06,8,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-06,8,0,0.099884033203125,23.237080416115255,3.206674391237422,0.11430241167545319,
22.png,1e-06,8,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-06,8,0,0.099884033203125,27.285661830175417,4.802873177170474,0.0509391725063324,
24.png,1e-06,8,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-06,9,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-06,9,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-06,9,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-06,9,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-06,9,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-06,9,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-06,9,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-06,9,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
9.png,1e-06,9,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-06,9,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-06,9,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-06,9,0,0.099884033203125,28.1004201956374,3.6164235138247247,0.08177635818719864,
13.png,1e-06,9,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-06,9,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-06,9,0,0.099884033203125,26.43324659618382,3.8813554861148343,0.09310153871774673,
16.png,1e-06,9,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-06,9,0,0.099884033203125,25.146803636869684,3.562496804389911,0.1256476789712906,
18.png,1e-06,9,0,0.099884033203125,22.40221383451521,2.904681950493329,0.159266859292984,
19.png,1e-06,9,0,0.099884033203125,25.247476496361973,3.5383927176670182,0.0765037015080452,
20.png,1e-06,9,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-06,9,0,0.099884033203125,23.237080416115255,3.206674391237422,0.11430241167545319,
22.png,1e-06,9,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-06,9,0,0.099884033203125,27.285661830175417,4.802873177170474,0.0509391725063324,
24.png,1e-06,9,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-05,0,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-05,0,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-05,0,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-05,0,0,0.099884033203125,28.330229199794303,3.5556676938415,0.08381767570972443,
5.png,1e-05,0,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-05,0,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-05,0,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-05,0,1,0.099884033203125,20.133451706424452,3.788123357376555,0.11084948480129242,
9.png,1e-05,0,0,0.099884033203125,27.8271532506221,4.988386933928383,0.04930386692285538,
10.png,1e-05,0,0,0.099884033203125,27.765326464136628,4.660257622001924,0.06795305758714676,
11.png,1e-05,0,0,0.099884033203125,23.266616475495518,2.622784781685512,0.1359500139951706,
12.png,1e-05,0,0,0.099884033203125,28.1004201956374,3.6164235138247247,0.08177635818719864,
13.png,1e-05,0,0,0.099884033203125,18.945414217151825,2.50892918564533,0.2539031207561493,
14.png,1e-05,0,0,0.099884033203125,21.964334492118198,2.74521873188406,0.16511929035186768,
15.png,1e-05,0,0,0.099884033203125,26.43324659618382,3.8813554861148343,0.09310153871774673,
16.png,1e-05,0,0,0.099884033203125,26.629426255119597,3.598068906097434,0.10045568645000458,
17.png,1e-05,0,1,0.099884033203125,24.67594756877075,3.502769656188293,0.14410997927188873,
18.png,1e-05,0,0,0.099884033203125,22.40221383451521,2.904681950493329,0.159266859292984,
19.png,1e-05,0,1,0.099884033203125,25.004065398345162,3.6064202295261207,0.07942816615104675,
20.png,1e-05,0,0,0.099884033203125,26.661813024537857,4.0834685693429,0.05064123123884201,
21.png,1e-05,0,1,0.099884033203125,20.285882175909364,4.056773166826409,0.2301805019378662,
22.png,1e-05,0,0,0.099884033203125,25.26464297412934,3.240492768031009,0.12456648051738739,
23.png,1e-05,0,0,0.099884033203125,27.285661830175417,4.802873177170474,0.0509391725063324,
24.png,1e-05,0,0,0.099884033203125,22.484395165352375,2.777554895017234,0.1280268430709839,
1.png,1e-05,1,0,0.099884033203125,22.380708815493247,3.387654398287112,0.14556002616882324,
2.png,1e-05,1,0,0.099884033203125,27.533779360953687,3.372331088747739,0.10098881274461746,
3.png,1e-05,1,0,0.099884033203125,29.92089825468014,4.8338782070708906,0.04912678524851799,
4.png,1e-05,1,1,0.099884033203125,27.9973755206034,3.4821078339026386,0.08892735838890076,
5.png,1e-05,1,0,0.099884033203125,20.162041964270298,3.8429633171378477,0.14523522555828094,
6.png,1e-05,1,0,0.099884033203125,23.38914006416455,3.085625804952669,0.11232845485210419,
7.png,1e-05,1,0,0.099884033203125,27.37246086905625,4.233037933356126,0.05686727166175842,
8.png,1e-05,1,0,0.099884033203125,20.14041057830124,3.7544417830020222,0.11111758649349213,
